claim_id,company_id,policy_id,claim_ammount,approved_ammount,status,made_claim,eligiability
196,196,1,3797549,3778434,approved,false,false
197,197,7,348352,673100,approved,false,true
198,198,2,8311303,7283944,rejected,false,false
199,199,7,6502678,758425,approved,true,true
200,200,2,4201151,5086952,rejected,false,false
201,201,8,3641554,1701351,rejected,true,false
202,202,2,8269794,5493839,rejected,false,false
203,203,8,6304900,6793652,rejected,false,true
204,204,9,8537805,4193016,approved,true,false
205,205,10,6241343,9445843,approved,true,false
206,206,2,7120658,2557223,approved,true,true
207,207,9,4047395,6408513,rejected,true,true
208,208,5,4550968,402397,approved,false,false
209,209,7,1692563,1498636,approved,false,false
210,210,7,7280078,5039945,rejected,true,true
211,211,9,646774,353526,approved,true,false
212,212,3,6081032,747401,approved,true,true
213,213,10,2443369,2686116,rejected,false,true
214,214,6,9761592,8501858,approved,false,false
215,215,3,9698059,8706138,approved,true,true
216,216,8,2255531,7613611,approved,false,true
217,217,2,3130859,2873252,approved,true,true
218,218,4,3824204,545546,approved,false,true
219,219,10,3682616,7857385,approved,true,false
220,220,4,361884,8618843,rejected,false,false
221,221,3,5708551,3402827,approved,true,true
222,222,8,6982594,2957981,approved,false,true
223,223,8,6773625,8121175,rejected,true,true
224,224,2,6723563,7007059,approved,false,true
225,225,1,8113857,2030097,approved,false,true
226,226,10,4951841,7759443,rejected,false,true
227,227,2,542890,2973035,approved,false,true
228,228,4,1642005,6024995,approved,false,false
229,229,6,9128581,7068447,rejected,true,false
230,230,8,6124165,9959862,approved,true,false
231,231,3,521899,2687141,approved,true,true
232,232,1,2329925,3648774,approved,false,true
233,233,3,9091064,1318629,approved,true,true
234,234,4,5844192,5823014,rejected,true,false
235,235,1,7865174,8463806,approved,false,false
236,236,1,3417020,297327,approved,true,true
237,237,5,5110128,6540481,approved,true,false
238,238,3,6966744,3675610,approved,true,true
239,239,7,6400941,2526599,rejected,true,false
240,240,4,4700874,672231,approved,false,false
241,241,3,2950563,1707451,approved,false,false
242,242,6,1812785,6422468,rejected,true,true
243,243,10,9827397,5659662,rejected,true,false
244,244,5,8920923,3142347,approved,true,true
245,245,5,3394150,7700661,rejected,false,true
246,246,1,4394830,2613458,rejected,false,true
247,247,2,7515435,7732849,approved,false,false
248,248,3,7120999,4880187,approved,true,true
249,249,10,6974065,6902071,approved,true,false
250,250,2,6186678,7245285,rejected,false,false
251,251,8,9539500,466892,approved,false,false
252,252,1,5230531,1602013,rejected,true,false
253,253,3,644143,271046,rejected,true,true
254,254,8,8622391,7681198,approved,false,false
255,255,9,1046726,4565939,approved,true,false
256,256,2,1746304,6410450,approved,true,false
257,257,8,8516235,4266144,approved,true,false
258,258,4,7731722,7391073,rejected,false,true
259,259,7,3049918,6967823,approved,false,true
260,260,1,3925059,9230916,rejected,true,true
261,261,6,3461012,6578962,rejected,true,true
262,262,4,3058471,7892261,rejected,true,true
263,263,8,1486701,5572122,rejected,true,true
264,264,7,2387551,2696039,rejected,false,true
265,265,1,2502326,9639024,rejected,false,true
266,266,3,5027842,957417,rejected,true,true
267,267,10,4356008,3170756,approved,true,false
268,268,2,5853195,6667138,rejected,true,true
269,269,9,8099454,8881146,approved,false,false
270,270,4,9261438,7815002,rejected,true,false
271,271,6,1351944,1504502,rejected,true,false
272,272,6,2065083,3005193,rejected,false,true
273,273,1,7390333,6836868,rejected,false,true
274,274,7,7708724,8183224,rejected,true,false
275,275,1,4035874,2886006,rejected,true,true
276,276,10,8113359,9732819,approved,false,true
277,277,3,9681531,4618401,rejected,true,false
278,278,1,6696273,1591944,approved,true,true
279,279,3,9022061,6425106,rejected,true,false
280,280,3,793371,8925474,approved,false,false
281,281,9,3026223,6929089,approved,false,true
282,282,10,4677799,3701633,approved,true,true
283,283,9,629603,1495756,rejected,false,false
284,284,9,8387495,4243900,approved,true,false
285,285,9,9305908,6437328,rejected,true,false
286,286,3,6626335,5073717,approved,true,false
287,287,1,5481654,4404721,approved,false,false
288,288,3,1414411,1659353,approved,true,false
289,289,10,3840680,1057020,rejected,false,true
290,290,4,2631484,4182960,approved,false,false
291,291,7,7785496,8708455,approved,true,false
292,292,9,511071,1496837,approved,true,false
293,293,9,1257468,6382044,rejected,false,false
294,294,2,4026080,3066420,approved,false,false
295,295,3,6114279,1390456,rejected,true,true
296,296,1,6437205,4644153,rejected,true,true
297,297,9,9113698,9935659,approved,true,true
298,298,5,610432,9485363,approved,true,false
299,299,1,1371362,2994638,approved,true,true
300,300,1,8616884,6913631,rejected,true,true
301,301,10,637418,9185904,approved,true,false
302,302,8,2329479,7708031,rejected,true,true
303,303,6,6605280,387615,rejected,true,true
304,304,5,3103576,6792069,approved,true,false
305,305,2,6297454,1921013,approved,false,true
306,306,9,9259705,7130991,rejected,true,false
307,307,5,9709153,7524960,rejected,true,false
308,308,3,8845324,527447,rejected,true,false
309,309,4,6969526,2913983,approved,true,true
310,310,1,3837193,3964961,rejected,false,false
311,311,5,476092,108361,approved,false,false
312,312,7,9794233,2215660,rejected,true,true
313,313,6,8164440,1842024,rejected,false,false
314,314,1,8830684,4254902,approved,true,false
315,315,7,5536633,8114841,approved,false,true
316,316,8,4223000,3058180,rejected,false,true
317,317,7,4213763,1540047,approved,true,false
318,318,7,8728949,6695834,rejected,true,false
319,319,9,6439578,4582905,approved,false,true
320,320,1,2884979,8769182,rejected,true,true
321,321,1,4651189,8511499,approved,true,true
322,322,2,6344272,3049356,approved,false,false
323,323,6,1061327,6208855,approved,true,false
324,324,4,5144126,6846580,rejected,true,false
325,325,7,491256,5215036,approved,true,false
326,326,3,1344971,2000572,rejected,true,false
327,327,5,3859923,944552,rejected,false,true
328,328,4,4277788,3973186,approved,false,false
329,329,2,6301731,2965347,rejected,true,true
330,330,4,1546177,1267725,rejected,false,true
331,331,3,6196919,1255620,rejected,false,true
332,332,4,4069323,3308831,approved,false,true
333,333,1,878200,8384474,rejected,true,true
334,334,2,9723974,1956784,rejected,false,true
335,335,7,4549074,3414612,approved,true,true
336,336,8,9124373,2174571,approved,true,true
337,337,3,236984,8159425,rejected,true,false
338,338,6,4900169,5884321,rejected,true,true
339,339,8,9591752,449521,rejected,false,false
340,340,4,8532068,3104261,rejected,false,false
341,341,2,3753779,7875042,rejected,false,false
342,342,9,4036521,9225341,rejected,false,true
343,343,4,2662273,5728887,approved,false,false
344,344,1,4955757,3966538,approved,false,false
345,345,2,2384178,3577474,rejected,false,false
346,346,1,3473449,1969102,approved,false,false
347,347,2,7858676,6056707,approved,true,true
348,348,4,3525379,4435774,approved,true,true
349,349,6,9820635,8982927,approved,false,false
350,350,5,2034555,3745836,rejected,true,false
351,351,2,5040972,1014078,rejected,true,true
352,352,5,5506600,3989539,rejected,true,false
353,353,4,6833187,3534567,rejected,false,true
354,354,9,1598590,6299903,approved,false,true
355,355,9,8924093,8636116,rejected,true,true
356,356,1,6551301,5788367,rejected,false,true
357,357,9,3360154,1750369,approved,false,true
358,358,3,510163,9483842,rejected,false,false
359,359,6,4303309,8871913,approved,false,false
360,360,2,8470914,9699314,rejected,false,true
361,361,8,9105161,8212391,rejected,false,true
362,362,1,6114289,1965295,approved,false,false
363,363,7,7782821,7494076,rejected,true,false
364,364,9,7550913,8999723,approved,true,false
365,365,8,4128846,6339558,rejected,true,true
366,366,1,2846029,7984439,rejected,true,true
367,367,3,3805546,1728348,approved,true,true
368,368,5,5778897,4329761,approved,true,true
369,369,4,5267185,4131536,approved,false,false
370,370,7,9464690,1432278,rejected,true,true
371,371,5,8262564,9984596,approved,true,true
372,372,6,1520417,7227446,approved,false,false
373,373,6,2269491,1414064,rejected,false,false
374,374,8,1117424,9052938,approved,true,false
375,375,4,6157573,3012936,approved,true,false
376,376,5,9088030,5847112,rejected,true,true
377,377,2,9757448,2432505,rejected,false,true
378,378,2,1151324,9838163,approved,true,true
379,379,1,7545921,6678127,approved,false,false
380,380,7,2606687,5251379,rejected,true,false
381,381,7,9263944,217418,approved,true,false
382,382,6,4153024,2434837,approved,true,false
383,383,10,1468274,1833019,approved,false,false
384,384,10,4251653,7536498,approved,false,false
385,385,1,5151099,2969370,rejected,false,false
386,386,7,6764985,662803,rejected,true,false
387,387,7,7202385,114199,rejected,false,true
388,388,10,9307516,3563275,rejected,false,true
389,389,9,6018422,3266009,approved,false,true
390,390,6,4317749,6599655,approved,true,false
391,391,2,9374704,8411858,rejected,false,false
392,392,1,4495631,3768084,rejected,false,true
393,393,5,7578523,3870275,rejected,false,false
394,394,6,9008698,3931077,rejected,false,true
395,395,4,5384456,2885519,rejected,true,false
396,396,3,6871226,2861914,rejected,false,true
397,397,10,3504004,3576004,rejected,true,false
398,398,5,9451916,781992,rejected,false,true
399,399,6,5783613,5702058,approved,true,false
400,400,1,3093453,5253967,approved,false,false
401,401,9,9191826,9449867,rejected,false,false
402,402,2,8981679,4949856,approved,false,false
403,403,2,4906173,5226337,approved,true,false
404,404,6,3973797,8266216,approved,false,true
405,405,1,9134221,8355717,rejected,false,false
406,406,1,3434842,1248222,rejected,false,false
407,407,5,4599468,3221919,approved,false,false
408,408,3,1499136,1878542,rejected,false,false
409,409,10,2938139,8717011,approved,false,true
410,410,8,5486014,2720409,approved,false,true
411,411,3,3047165,6454320,rejected,true,false
412,412,2,973269,4715759,approved,false,false
413,413,6,9722746,5546104,rejected,false,false
414,414,3,9588844,2768470,approved,false,false
415,415,7,9380612,619357,approved,false,false
416,416,10,5597760,1105061,rejected,true,false
417,417,10,4748466,2136439,rejected,true,false
418,418,2,8933937,9488190,approved,true,true
419,419,5,4232825,8660399,approved,false,false
420,420,9,6763372,761418,approved,false,true
421,421,5,5960238,1788180,approved,false,false
422,422,2,8456047,5384703,approved,false,false
423,423,5,1720474,3654792,rejected,true,true
424,424,2,1871600,1536806,approved,true,true
425,425,2,214996,1559360,rejected,false,true
426,426,1,5740839,4904537,approved,true,false
427,427,3,7416157,7507784,rejected,true,true
428,428,5,6288921,3707122,approved,false,true
429,429,4,2388230,3560442,rejected,false,true
430,430,9,2227097,9048826,approved,true,true
431,431,8,8269579,7614773,approved,false,false
432,432,7,8927574,6750116,approved,false,false
433,433,4,2624981,2537801,rejected,false,true
434,434,1,1803317,3146339,approved,true,false
435,435,10,1146254,4954194,approved,true,false
436,436,4,9092223,292473,rejected,true,true
437,437,10,3718558,6549568,approved,false,true
438,438,10,7162087,307881,rejected,true,true
439,439,4,476114,2343382,approved,false,true
440,440,2,4891315,6577847,approved,true,true
441,441,3,3747008,4854497,approved,false,false
442,442,5,169155,856252,rejected,true,false
443,443,10,4885679,427897,rejected,true,false
444,444,5,2605125,2168246,approved,true,false
445,445,4,1989054,536468,rejected,true,false
446,446,1,4547439,5545850,rejected,false,false
447,447,7,4252677,5165910,rejected,true,false
448,448,8,6268409,2526952,rejected,true,true
449,449,1,5032420,6256164,rejected,false,false
450,450,3,9108838,225127,approved,false,true
451,451,4,644611,4780738,rejected,true,true
452,452,6,674121,1410016,approved,false,false
453,453,4,2466417,3682026,rejected,false,false
454,454,6,6602315,3286191,approved,false,true
455,455,1,6483499,7209422,approved,true,true
456,456,2,8990575,270984,rejected,true,true
457,457,8,6935571,5244571,rejected,false,true
458,458,2,8921734,6552915,rejected,false,false
459,459,7,9474389,9221759,approved,true,false
460,460,5,7102326,7844165,approved,false,true
461,461,7,6402676,1156618,rejected,true,true
462,462,8,7764745,398484,rejected,false,true
463,463,10,5761013,401537,rejected,true,false
464,464,7,8348103,8808997,rejected,false,false
465,465,6,7126236,7019123,rejected,false,false
466,466,3,3044968,4835285,rejected,false,true
467,467,1,4067675,6285012,approved,false,false
468,468,4,9681293,9041235,rejected,true,false
469,469,6,1591575,103926,rejected,false,true
470,470,3,4187592,9476463,rejected,false,true
471,471,6,6832297,4475446,approved,false,true
472,472,3,5646693,928622,rejected,false,false
473,473,7,3731377,4975412,rejected,false,false
474,474,2,7940065,6844244,approved,false,false
475,475,2,1468155,2271246,rejected,false,true
476,476,5,8769092,2145224,approved,true,true
477,477,6,1298998,4083375,approved,false,true
478,478,10,3911519,6349730,approved,false,false
479,479,7,9968545,8829677,approved,true,false
480,480,6,9072750,4581478,approved,true,false
481,481,7,2082433,9761609,rejected,true,true
482,482,10,4271834,2291535,approved,false,false
483,483,1,7319223,9361614,approved,false,false
484,484,4,391643,4950362,approved,false,true
485,485,7,9811865,9796627,rejected,false,true
486,486,2,9989366,3230225,rejected,false,true
487,487,9,7992613,3021408,approved,true,true
488,488,4,6580396,2250769,rejected,true,true
489,489,1,7859509,6981858,approved,false,false
490,490,8,9230544,1186386,approved,true,false
491,491,7,9763257,8771448,approved,false,false
492,492,3,3585898,6254536,approved,true,true
493,493,3,8273223,9691885,rejected,true,false
494,494,3,8322956,6353032,approved,true,true
495,495,4,2585775,3893573,rejected,false,false
496,496,10,2016497,1949715,approved,true,true
497,497,8,5656129,1821894,rejected,false,false
498,498,10,6385786,6272498,approved,false,false
499,499,8,5165868,3935060,rejected,true,true
500,500,10,3117226,640041,rejected,false,true
501,501,9,7089764,5017228,rejected,false,false
502,502,8,7865517,1754140,rejected,true,false
503,503,6,3943555,4747722,approved,false,false
504,504,1,5658953,4885699,rejected,false,false
505,505,9,4285936,2516198,rejected,true,true
506,506,6,7562244,1780668,approved,false,false
507,507,5,9049832,3912709,approved,false,true
508,508,4,4911104,9213875,approved,false,false
509,509,3,4770466,1080228,rejected,false,false
510,510,5,7663729,4657169,rejected,false,true
511,511,1,6999164,7299481,rejected,false,false
512,512,2,6748731,4935444,approved,true,true
513,513,7,1379929,1611097,rejected,false,true
514,514,3,5917945,8595536,rejected,false,true
515,515,5,8391697,9758437,rejected,true,false
516,516,3,7780172,3561353,rejected,false,false
517,517,2,3420292,7297945,approved,false,true
518,518,10,6965050,1426622,approved,true,false
519,519,4,1871227,1178311,rejected,true,false
520,520,8,9583763,5945954,approved,true,true
521,521,7,336728,6238950,approved,false,false
522,522,9,9271454,2917853,rejected,false,true
523,523,4,5539683,3880020,approved,false,false
524,524,3,3969027,6014362,approved,false,true
525,525,4,3917431,2335319,rejected,false,false
526,526,8,5349544,6407298,approved,false,false
527,527,1,2435197,2312629,rejected,true,false
528,528,8,9881295,4401471,rejected,false,false
529,529,9,6183558,5528073,rejected,true,true
530,530,7,2714753,6930422,rejected,true,false
531,531,6,5387937,4709999,rejected,true,true
532,532,4,8088652,2777054,rejected,false,true
533,533,3,7155260,8984853,rejected,true,true
534,534,10,812438,7029896,rejected,true,false
535,535,5,6259130,9442440,approved,true,true
536,536,7,1735297,6540956,rejected,true,false
537,537,6,1945319,4533001,approved,false,true
538,538,5,1149713,5053704,approved,true,true
539,539,4,7483325,4288966,rejected,true,false
540,540,10,8228821,5316340,approved,false,true
541,541,9,4653746,452159,approved,true,true
542,542,8,1143075,2516209,rejected,true,true
543,543,8,9626322,3650119,rejected,false,false
544,544,7,2448461,4744909,rejected,false,false
545,545,6,2721250,7655743,approved,true,false
546,546,4,4967271,3220416,rejected,true,true
547,547,6,8443044,3595080,approved,false,false
548,548,9,7960259,9204770,rejected,false,false
549,549,2,4415206,6691396,approved,true,false
550,550,8,509492,5790875,approved,true,true
551,551,10,2076328,9552183,rejected,true,false
552,552,1,5253368,6681170,rejected,false,true
553,553,9,9483704,7359122,rejected,false,false
554,554,4,714832,1513052,rejected,false,true
555,555,6,2301361,225167,rejected,true,false
556,556,3,6707549,1495408,rejected,true,true
557,557,3,4915673,4090657,approved,false,false
558,558,1,6077995,8029569,rejected,false,false
559,559,1,2817960,5425979,rejected,false,true
560,560,5,5273380,5013421,rejected,false,true
561,561,5,3100439,1887496,approved,false,true
562,562,2,5832736,8570416,rejected,false,true
563,563,5,9123037,8127606,approved,true,true
564,564,4,4509112,2440463,approved,true,false
565,565,10,5393074,7071276,approved,false,false
566,566,1,7278690,1481174,rejected,false,false
567,567,7,4050833,2150997,approved,false,true
568,568,1,952275,3514487,approved,false,true
569,569,2,9899647,9322245,rejected,true,true
570,570,5,5204878,8845271,rejected,false,false
571,571,5,2007027,7914211,approved,true,false
572,572,5,8454594,3252107,rejected,true,true
573,573,2,5707932,6798711,rejected,false,false
574,574,7,8506076,1921057,rejected,false,true
575,575,3,1221909,3974462,rejected,false,false
576,576,2,5298469,6034541,rejected,true,true
577,577,2,4727965,221490,rejected,true,false
578,578,8,9518247,780260,approved,false,false
579,579,8,5616054,1362894,rejected,false,false
580,580,8,8589986,4035198,approved,false,true
581,581,3,2060314,8608386,approved,false,false
582,582,7,4628160,5403324,approved,true,false
583,583,1,8889353,2282100,rejected,true,false
584,584,7,9139716,4395081,approved,true,true
585,585,6,7649466,9876192,rejected,true,false
586,586,5,2589760,2155297,approved,false,false
587,587,10,8210401,3937318,rejected,false,true
588,588,1,8394603,6921705,approved,false,false
589,589,10,8856430,1504170,rejected,true,false
590,590,6,5250853,6691002,approved,false,true
591,591,1,1752050,463726,rejected,false,false
592,592,1,9807425,9690297,approved,true,true
593,593,8,1430425,4817640,approved,false,false
594,594,2,7465678,4608859,approved,true,false
595,595,7,1707078,9545832,rejected,false,true
596,596,6,879537,2371219,approved,false,true
597,597,9,570061,4186764,approved,false,true
598,598,2,5965629,8176056,approved,true,false
599,599,2,3682367,5119369,approved,true,true
600,600,2,8703043,735109,rejected,true,false
601,601,1,2032382,5918251,approved,true,true
602,602,6,5493850,954945,rejected,true,true
603,603,2,7916880,5770771,rejected,true,true
604,604,10,4043492,3336349,approved,true,true
605,605,1,4891575,2044089,approved,true,true
606,606,9,4157723,9349876,rejected,true,true
607,607,7,3978626,2563692,approved,true,false
608,608,4,5799873,9326112,rejected,true,true
609,609,2,8059077,804556,rejected,true,true
610,610,6,6678542,6130434,rejected,false,true
611,611,6,6927206,4299532,rejected,false,true
612,612,8,3907739,6182219,approved,true,false
613,613,2,3885144,6670744,approved,false,true
614,614,3,5054588,8393133,approved,false,false
615,615,2,5381455,7001382,rejected,true,false
616,616,5,8980856,6179865,rejected,false,false
617,617,2,791019,6740222,approved,true,true
618,618,2,3880461,1013303,approved,false,true
619,619,6,2573039,1625653,rejected,false,true
620,620,9,9502587,2518706,approved,true,false
621,621,5,9724202,2561688,approved,true,false
622,622,3,2260891,6681116,approved,false,true
623,623,9,3857490,5270417,rejected,true,true
624,624,1,1459027,110552,rejected,false,true
625,625,7,1383099,6778175,approved,true,false
626,626,8,4566767,2354640,approved,true,true
627,627,3,6269574,8803445,rejected,false,true
628,628,7,4117263,4736161,approved,true,false
629,629,6,5163154,5212215,approved,true,true
630,630,1,4485436,3967370,rejected,false,true
631,631,7,5595935,8438392,approved,false,true
632,632,2,4256535,7866612,approved,false,true
633,633,2,5645636,8621380,approved,false,false
634,634,1,2152847,3234612,rejected,false,true
635,635,9,4684748,7169340,rejected,false,false
636,636,2,2630494,2162038,approved,false,false
637,637,1,3832839,4893793,rejected,false,true
638,638,9,404560,7691199,approved,true,false
639,639,6,9497918,9646185,approved,false,true
640,640,3,2540061,2746916,approved,true,false
641,641,6,5638563,2975676,rejected,true,true
642,642,5,4193364,1235286,approved,true,false
643,643,5,1051209,7113085,approved,false,true
644,644,6,6057304,5971457,rejected,true,true
645,645,7,6356335,1597178,approved,false,true
646,646,6,6353137,1245413,approved,true,false
647,647,7,9163888,7245939,approved,true,true
648,648,9,2066290,4065965,approved,true,false
649,649,7,9626984,3615854,rejected,true,false
650,650,2,534576,660922,rejected,true,false
651,651,5,6616904,7708976,approved,false,true
652,652,4,2470159,5828403,approved,true,false
653,653,1,6464957,9430071,rejected,true,false
